year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,teachers_fte_crdc,teachers_uncertified_fte,support_fte,counselors_fte,social_workers_fte,psychologists_fte,law_enforcement_fte,security_guard_fte,salaries_teachers,salaries_instructional_aides,salaries_support,salaries_administration
mixed - most recent,1.70E+11,Arthur Grade School,IL,Arthur CUSD 305,Primary,Regular school,No,30,0,4,1,0,0,0,0,985170,151335.562,152537.922,140399.328
mixed - most recent,1.70E+11,Arthur-Lovington-Atwood-Hammond High School,IL,Arthur CUSD 305,High,Regular school,No,28,0,5,2,1,1,0,0,1252620,38854.57,179300.5,152240
mixed - most recent,1.71E+11,Ashburn Community Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,31,0,4.15,1,0,0,6,0,2035323,443572.125,189773.547,266427
mixed - most recent,1.71E+11,Ashe Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,18,0,1,1,0,0,1,0,1206812,110660.883,53784.27,234840
mixed - most recent,1.71E+11,Ashkum Early Literacy Center,IL,Central CUSD 4,Prekindergarten,Regular school,No,2,0,-2,0,0.5,0.25,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.70E+11,Ashley Com Consolidated School,IL,Ashley CCSD 15,Primary,Regular school,No,11,0,0,0,0,0,0,0,363292,46624.641,-2,131275.688
mixed - most recent,1.71E+11,Ashmore Elem School,IL,Charleston CUSD 1,Primary,Regular school,No,8,0,3.83,0,0.5,0.33,0,0,301597,18684.33,121492.438,31250
mixed - most recent,1.70E+11,Ashton-Franklin Center Elem Sch,IL,Ashton-Franklin Center CUSD 275,Primary,Regular school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Ashton-Franklin Center HS,IL,Ashton-Franklin Center CUSD 275,High,Regular school,No,,,,,,,,,,,,
mixed - most recent,1.70E+11,Ashton-Franklin Cntr Middle Sch,IL,Ashton-Franklin Center CUSD 275,Missing/not reported,Regular school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Asian Human Services -Passage Chrtr,IL,City of Chicago SD 299,Primary,Regular school,Yes,42,0,5,0,0.4,0.4,0,0,1476945,106047.297,164620.688,38656.77
mixed - most recent,1.71E+11,Aspira Charter - Business and Finance HS,IL,City of Chicago SD 299,High,Regular school,Yes,33,2,2,2,1,1,5.5,3,1842359,0,0,0
mixed - most recent,1.71E+11,ASPIRA Charter - Early College Prep HS,IL,City of Chicago SD 299,High,Regular school,Yes,30,1,2,2,1,1,5.5,4,1576839,0,0,0
mixed - most recent,1.71E+11,ASPIRA Charter - Haugan Campus,IL,City of Chicago SD 299,Middle,Regular school,Yes,30,1,1,1,1,1,5.5,4,1698392,0,0,0
mixed - most recent,1.70E+11,Aspire Alternative High School,IL,Bond/Christian/Effingham/Fayette/Montgomery ROE,High,Other/alternative school,No,3,0,0.5,0,0,0,0,0,127436,-2,12631,32750
mixed - most recent,1.70E+11,ASSIST RSSP 12,IL,Clay/Cwford/Jsper/Lwrnce/Rhland,High,Other/alternative school,No,4,0,2,0,1,0,0,0,172000,15000,15000,35000
mixed - most recent,1.70E+11,ASSIST TAOEP 12,IL,Clay/Cwford/Jsper/Lwrnce/Rhland,High,Other/alternative school,No,4,0,0,0,1,0,0,0,100000,30000,-2,35000
mixed - most recent,1.70E+11,Astoria Elem School,IL,Astoria CUSD 1,Primary,Regular school,No,11,0,1.5,1,0.33,0.33,0,0,334063,107876.867,60796.191,73518.789
mixed - most recent,1.70E+11,Astoria High School,IL,Astoria CUSD 1,High,Regular school,No,11,1,3,1,0.33,0.33,0,0,404068,15017.59,170914.906,100893.938
mixed - most recent,1.70E+11,Astoria Junior High School,IL,Astoria CUSD 1,Middle,Regular school,No,7,0,1,1,0.33,0.33,0,0,291111,56735.121,60796.191,73518.789
mixed - most recent,1.70E+11,Athens Junior High School,IL,Athens CUSD 213,Middle,Regular school,No,9,0,1,0.5,0,0,1,0,373000,9000,23000,80000
mixed - most recent,1.70E+11,Athens Sr High School,IL,Athens CUSD 213,High,Regular school,No,25,0,0,1,0,0,1,0,846000,-2,-2,99500
mixed - most recent,1.72E+11,Attea Middle School,IL,Glenview CCSD 34,Middle,Regular school,No,70,0,35.57,0,3.3,1,0,0,5048584,397112.75,363728.312,241938
mixed - most recent,1.70E+11,Atwood-Hammond Grade School,IL,Arthur CUSD 305,Primary,Regular school,No,26,0,2,0,1,0,0,0,1006525,57966.34,79974.297,65760
mixed - most recent,1.70E+11,Auburn Elem School,IL,Auburn CUSD 10,Primary,Regular school,No,23,0,1.5,0,0.25,0.25,0,0,1199001,86821,54962,107959
mixed - most recent,1.73E+11,Auburn High School,IL,Rockford SD 205,High,Regular school,No,82,0,130.5,7,1,1,1,4.5,7633424,200913.531,650334,564951.5
mixed - most recent,1.70E+11,Auburn High School,IL,Auburn CUSD 10,High,Regular school,No,28,0,0.75,1,0.25,0.25,0,0,1572218,50232,34379,99585
mixed - most recent,1.70E+11,Auburn Jr High at Divernon,IL,Auburn CUSD 10,Middle,Regular school,No,19,0,1.5,0,0.25,0.5,0,0,1013140,54191,47500,105970
mixed - most recent,1.70E+11,Auburn Middle School,IL,Auburn CUSD 10,Primary,Regular school,No,17,0,1.5,0,0.25,0.25,0,0,759035,55633,47500,103310
mixed - most recent,1.71E+11,Audubon Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,36,0,2,2,0,0,0,1,2035864,237963.703,82305.227,234840
mixed - most recent,1.71E+11,Austin College and Career Academy High School,IL,City of Chicago SD 299,High,Regular school,No,19,0,7,1,0,0,0,2,992578,109454.742,343551.188,243552
mixed - most recent,1.74E+11,Autumn Creek Elem Sch,IL,Yorkville CUSD 115,Primary,Regular school,No,52,0,17,0,2,0.5,0,0,2892636,386449.094,290150.875,170605.484
mixed - most recent,1.73E+11,Aux Sable Middle Sch,IL,Plainfield SD 202,Middle,Regular school,No,52,0,4.63,0,2,1,0,0,3219526,139974.875,266702.375,322462.5
mixed - most recent,1.73E+11,Aux Sable,IL,Minooka CCSD 201,Primary,Regular school,No,38,0,16.5,0,1,1,0,0,2042673,202916.562,513281.688,83039.922
mixed - most recent,1.71E+11,Avalon Park Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,15,0,3,1,0,0,0,2,1000843,170175.625,138099.75,257502
mixed - most recent,1.72E+11,Avis Huff Student Support Services Center,IL,Kankakee SD 111,Other,Other/alternative school,No,29,2.29,7.79,0,3.7,1,2,2,968655,170359.344,308562.156,188277
mixed - most recent,1.70E+11,Aviston Elem School,IL,Aviston SD 21,Primary,Regular school,No,24,0,1.84,0,0,0,0,0,978105,39706,65823.344,125091.758
mixed - most recent,1.70E+11,Avoca West Elem School,IL,Avoca SD 37,Primary,Regular school,No,48,0,10,0,0,2,0,0,3819107,95277.977,680632.25,252149.203
mixed - most recent,1.72E+11,Avon Center Elem School,IL,Grayslake CCSD 46,Primary,Regular school,No,29,0,2.5,0,1,0.5,0,0,1311190,114544.023,104392.469,104935
mixed - most recent,1.70E+11,Avon Elem Sch,IL,Abingdon-Avon CUSD 276,Primary,Regular school,No,8,0,3,0.5,0,0,0,0,387854,33871.09,90681.859,45000
mixed - most recent,1.71E+11,Avondale - Logandale Elementary School,IL,City of Chicago SD 299,Primary,Regular school,No,41,0,5,1,0,0,2,2,2687584,422579.188,237544,270262
mixed - most recent,1.71E+11,Azuela Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,47,0,5.85,1,0,0,1,2,2592537,495417.875,264950.094,377684
mixed - most recent,1.72E+11,B J Hooper Elem School,IL,Lake Villa CCSD 41,Primary,Regular school,No,45,0,9.6,0,1.7,0.9,0,0,2376139,88959.102,464639.344,229833.547
mixed - most recent,1.71E+11,Back of The Yards IB HS,IL,City of Chicago SD 299,High,Regular school,No,75,1,11,3,1,0,0,6,3922879,145534.234,507788.344,395345
mixed - most recent,1.70E+11,Ball Elementary School,IL,Ball Chatham CUSD 5,Primary,Regular school,No,33,0,7,1,0.5,0.5,0,0.25,1441136,112980.539,314366.469,141450
mixed - most recent,1.71E+11,Balmoral Elem Sch,IL,Crete Monee CUSD 201U,Primary,Regular school,No,34,0,8,0,1,0.79,0,0,1872641,249403.031,466453.406,175000
mixed - most recent,1.71E+11,Banner Elementary School,IL,Dunlap CUSD 323,Primary,Regular school,No,27,0,18.91,1,1,1,0,0,987675,267049,371628,109259
mixed - most recent,1.70E+11,Bannockburn School,IL,Bannockburn SD 106,Primary,Regular school,No,21,0,1.06,0.5,0,0.2,0,0,1770479,33269.789,104269.219,290286.531
mixed - most recent,1.72E+11,Barack H Obama Learning Academy,IL,Hazel Crest SD 152-5,Primary,Regular school,No,29,0,0,0,0.05,0.05,0,1,1439784,312328.406,-2,-2
mixed - most recent,1.73E+11,Barack Obama Sch of Leadership and STEM,IL,Park Forest SD 163,Middle,Regular school,No,30,0,2,2,1,1,1,0,1800686,176741.188,139860.812,243845.844
mixed - most recent,1.70E+11,Barbara A Sizemore Campus,IL,Betty Shabazz  International Charter School,Primary,Regular school,Yes,12,0,0.5,0.5,0.4,0.3,0,1.5,940846,44900.262,33475,366544.094
mixed - most recent,1.71E+11,Barbara B Rose Elem School,IL,Barrington CUSD 220,Primary,Regular school,No,28,0,4.4,0,0,1,0,0,2491125,209083.031,462281.875,239898.406
mixed - most recent,1.73E+11,Barbour Two-Way Lang Immersion,IL,Rockford SD 205,Primary,Regular school,No,40,0,18,0,0.33,0.5,0,0,2337303,58298.398,117004.93,172616.188
mixed - most recent,1.71E+11,Barnard Elem Comp Math & Sci Ctr,IL,City of Chicago SD 299,Primary,Regular school,No,19,0,1,1,0,0,2,0,1281009,301745.344,43799.23,255419
mixed - most recent,1.72E+11,Barnsdale Road School,IL,La Grange SD 102,Primary,Regular school,No,17,0,14,0,0,0,0,0,1272956,127068.539,335802.688,112832.75
mixed - most recent,1.71E+11,Barrington Early Learning Center,IL,Barrington CUSD 220,Primary,Regular school,No,16,0,6.51,0,0.7,1.43,0,0,1067106,565578.812,683553.5,389990.906
mixed - most recent,1.71E+11,Barrington High School,IL,Barrington CUSD 220,High,Regular school,No,177,0,7,12,3,3,0,9.16,15707245,610607.5,3789966,2508918.75
mixed - most recent,1.71E+11,Barrington Mdle Sch- Prairie Cmps,IL,Barrington CUSD 220,Middle,Regular school,No,81,0,6.92,4,1,2,0,2,6679475,414021.938,1011190.75,582896.75
mixed - most recent,1.71E+11,Barrington Middle Sch Station,IL,Barrington CUSD 220,Middle,Regular school,No,74,0,7.33,4,1,1,0,2,6222742,266213.719,1102469.25,563149.062
mixed - most recent,1.71E+11,Barry Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,39,0,4,1,0,0,0,1,2368386,252602.234,201047.594,260401
mixed - most recent,1.71E+11,Bartelso Elem School,IL,Bartelso SD 57,Primary,Regular school,No,12,0,1.5,0,0,0,0,0,496366,0,43135.602,87000
mixed - most recent,1.71E+11,Bartlett Elem School,IL,SD U-46,Primary,Regular school,No,25,0,1.75,0,1,1,0,0,1653677,23244.68,93308.062,108265.562
mixed - most recent,1.71E+11,Bartlett High School,IL,SD U-46,High,Regular school,No,131,4.5,10.31,7,3,1,1,0,7593327,13215.41,721547.062,780053.125
mixed - most recent,1.71E+11,Barton Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,27,1,3,1,0,0,1,1,1416813,376161.75,140771.25,136591
mixed - most recent,1.71E+11,Bartonville Elem School,IL,Bartonville SD 66,Primary,Regular school,No,16,0,11,0,0,0,0,0,686057,66064.977,234157,177433.875
mixed - most recent,1.71E+11,Bass Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,26,1,3.95,1,0,0,0,1,1459379,241055.062,182970.938,259207
mixed - most recent,1.71E+11,Batavia Sr High School,IL,Batavia USD 101,High,Regular school,No,122,0,18.36,5,3,1.5,1,0,7210429,225905,1207695,845428
mixed - most recent,1.71E+11,Bateman Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,58,1,7,1,0,0,2,2,3365369,365473.188,347865.469,250235
mixed - most recent,1.70E+11,Beach Park Middle School,IL,Beach Park CCSD 3,Middle,Regular school,No,54,0,2.7,0,3,0,0.08,0,3990907,249200.188,165455.906,269533.094
mixed - most recent,1.71E+11,Beard Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,21,0,2,1,0,0,0,1,624809,1357640.375,91508.82,264892
mixed - most recent,1.71E+11,Beardstown Jr/Sr High School,IL,Beardstown CUSD 15,High,Regular school,No,102,15,102,2,2,0,0,0,8676590,489233,1125835,717454
mixed - most recent,1.71E+11,Beasley Elem Magnet Academic Ctr,IL,City of Chicago SD 299,Primary,Regular school,No,64,3,13.19,2,0,0,0,6,4222877,329551.594,516184.281,270190
mixed - most recent,1.71E+11,Beaubien Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,59,0,4,1,0,0,0,1,4066950,332248.031,207726.609,264892
mixed - most recent,1.72E+11,Beckemeyer Elem School,IL,Hillsboro CUSD 3,Primary,Regular school,No,31,0,4.63,0.5,0,0,0,0,1541225,160279.938,206284.156,153161
mixed - most recent,1.71E+11,Beckemeyer Elem School,IL,Breese ESD 12,Primary,Regular school,No,10,0,1,0,0,0,0,0,2001009,35000,25000,72000
mixed - most recent,1.73E+11,Bednarcik Junior High School,IL,CUSD 308,Middle,Regular school,No,51,0,4,2,2,1,0,0,3198305,110657.797,436880,240550.297
mixed - most recent,1.73E+11,Beebe Elem School,IL,Naperville CUSD 203,Primary,Regular school,No,41,0,31,0,1,0,0,0,3149815,92245.047,779224.062,165212.406
mixed - most recent,1.71E+11,Beecher City Grade School,IL,Beecher City CUSD 20,Primary,Regular school,No,11,0,0,0,0.5,0.5,0.5,0,53340,-2,-2,-2
mixed - most recent,1.71E+11,Beecher City Jr-Sr High School,IL,Beecher City CUSD 20,High,Regular school,No,12,0,0,1,0,0,0,0,20269,19443.57,-2,-2
mixed - most recent,1.71E+11,Beecher Elem School,IL,Beecher CUSD 200U,Primary,Regular school,No,28,0,2,0,0,0,0,0,1722041,44737.449,3600,103648
mixed - most recent,1.71E+11,Beecher High School,IL,Beecher CUSD 200U,High,Regular school,No,24,0,1,1,0,0,0,0,1257079,85157,61213,115393
mixed - most recent,1.71E+11,Beecher Junior High School,IL,Beecher CUSD 200U,Middle,Regular school,No,15,0,2,0,0,0,0,0,842727,63986,4425,108075
mixed - most recent,1.71E+11,Beethoven Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,16,0,3,1,0,0,0,2,818219,271506.625,117259.727,254224
mixed - most recent,1.73E+11,Behavior Disorder Program Coop,IL,Princeton ESD 115,Other,Other/alternative school,No,,,,,,,,,,,,
mixed - most recent,1.71E+11,Beidler Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,28,0,5,1,0,0,0,1,1420783,240098.859,195355.984,249711
mixed - most recent,1.71E+11,Belding Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,36,0,2,1,0,0,0,1,2140844,255884.531,85902.156,253940
mixed - most recent,1.71E+11,Bell Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,56,0,3,1,0,0,0,2,3522291,449821.188,131719.234,249407
mixed - most recent,1.74E+11,Bell-Graham Elementary School,IL,St Charles CUSD 303,Primary,Regular school,No,25,0,7.79,0,1,1,0,0,1597674,99467.312,548486,99692
mixed - most recent,1.71E+11,Belle Aire Elem School,IL,Downers Grove GSD 58,Primary,Regular school,No,17,0,11.7,0,0.7,0.2,0,0,1255938,46995,316127,110063
mixed - most recent,1.72E+11,Belle Alexander Elem School,IL,Kewanee CUSD 229,Primary,Regular school,No,16,0,0.5,0.5,0.5,0.5,0,0,727358,77543.594,17999.67,97772.961
mixed - most recent,1.71E+11,Belle Valley School,IL,Belle Valley SD 119,Primary,Regular school,No,70,0,38.7,0,2,1,0,0,3201418,81610.07,1097953.875,484434.562
mixed - most recent,1.71E+11,Belleville High School-East,IL,Belleville Twp HSD 201,High,Regular school,No,142,0,0,5,2,1,0,4,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Belleville High School-West,IL,Belleville Twp HSD 201,High,Regular school,No,121,0,19,4,2,1,0,4,21549408,1216568,414757,2099530
mixed - most recent,1.71E+11,Belleville Twp HS-Night/Alt Sch,IL,Belleville Twp HSD 201,High,Other/alternative school,No,1,0,0,0,0,0,0,0,Not applicable,-2,-2,-2
mixed - most recent,1.71E+11,Belmont-Cragin Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,30,0,7,1,0,0,3,2,1800794,351743.594,265274.094,314854.5
mixed - most recent,1.71E+11,Belvidere Central Middle School,IL,Belvidere CUSD 100,Middle,Regular school,No,56,0,13,2,1,1,0,0,3395622,24054.289,389932.938,316533.594
mixed - most recent,1.71E+11,Belvidere High School,IL,Belvidere CUSD 100,High,Regular school,No,66,0,17,3,1,1,1,0,4107839,14532.3,607330.875,615249
mixed - most recent,1.71E+11,Belvidere North High Sch,IL,Belvidere CUSD 100,High,Regular school,No,78,0,19,4,0,1,1,0,4784191,1509.31,713223.562,559224.5
mixed - most recent,1.71E+11,Belvidere South Middle School,IL,Belvidere CUSD 100,Middle,Regular school,No,56,0,12,2,1,1,0,0,3057835,21386.609,384857.094,334731.719
mixed - most recent,1.71E+11,Bement Elementary School,IL,Bement CUSD 5,Primary,Regular school,No,15,0,1,0,1,0,0,0,631212,55430,37418,134818
mixed - most recent,1.71E+11,Bement High School,IL,Bement CUSD 5,High,Regular school,No,11,0,1,1,0,0,0,0,534664,-2,48999,120478
mixed - most recent,1.71E+11,Bement Middle School,IL,Bement CUSD 5,Middle,Regular school,No,4,0,0,0,0,0,0,0,168445,-2,-2,76923
mixed - most recent,1.72E+11,Ben-Gil Elementary School,IL,Gillespie CUSD 7,Primary,Regular school,No,35,0,4,1,0.5,0.5,0,0,1752352,10306,253135,87184
mixed - most recent,1.70E+11,Benavides Steam Academy,IL,Aurora East USD 131,Primary,Regular school,No,28,0,3,0,1,0.34,0,0,1491040,55878,84904,168971
mixed - most recent,1.73E+11,Benjamin Elem School,IL,McLean County USD 5,Primary,Regular school,No,39,2,50.5,0,0.5,0.4,0,0,1600313,1772007,1772007,1772007
mixed - most recent,1.73E+11,Benjamin Franklin Elem School,IL,Moline-Coal Valley CUSD 40,Primary,Regular school,No,19,0,6,0.4,0,0,0,0,1388550,74133,164587,98146
mixed - most recent,1.72E+11,Benjamin Franklin Elem School,IL,Glen Ellyn SD 41,Primary,Regular school,No,45,0,5.45,0,1.5,1,0,0,3302820,287302.906,312046.562,204374.719
mixed - most recent,1.71E+11,Benjamin Franklin Elem School,IL,Decatur SD 61,Primary,Regular school,No,19,0,2.04,0,1,1,0,0,581677,17803.57,75032.992,128525.102
mixed - most recent,1.74E+11,Benjamin Franklin Middle School,IL,Springfield SD 186,Middle,Regular school,No,52,0,4.8,0,1,0.5,1,1,2882170,-2,404189,270248
mixed - most recent,1.71E+11,Benjamin Middle School,IL,Benjamin SD 25,Middle,Regular school,No,25,0,12.8,0,0,0,0,0,2240066,137057,318853,295624
mixed - most recent,1.71E+11,Bennett Elem School,IL,City of Chicago SD 299,Primary,Regular school,No,16,1,3,1,0,0,0,2,1035040,183745.031,142234.297,248596
mixed - most recent,1.71E+11,Bent Elem School,IL,Bloomington SD 87,Primary,Regular school,No,27,0,3.4,0,1,0.4,0,0,929757,30360,122494,81587
mixed - most recent,1.73E+11,Bentley Elem School,IL,New Lenox SD 122,Middle,Regular school,No,22,0,2,0,1,0.5,0,0,1203916,83831,103373,80954
mixed - most recent,1.71E+11,Benton Cons High School,IL,Benton Cons HSD 103,High,Regular school,No,36,0,20.5,1.5,1,0,0,0,1722106,87797.461,237929.062,394953.938
mixed - most recent,1.71E+11,Benton Grade Sch 5-8,IL,Benton CCSD 47,Middle,Regular school,No,27,0,18,0,1,0,0,0,1538624,335107,231500,200867
mixed - most recent,1.71E+11,Benton Grade Sch K-4,IL,Benton CCSD 47,Primary,Regular school,No,39,0,17,0,1,0,0,0,1961748,402128,463000,401734
mixed - most recent,1.71E+11,Berger-Vandenberg Elem School,IL,Dolton SD 149,Primary,Regular school,No,18,0,2,0,1,0.12,0,1,1901137,65053.602,65053.602,216473.266
mixed - most recent,1.74E+11,Bernard J Ward Elem School,IL,Valley View CUSD 365U,Primary,Regular school,No,36,0,2,0,1,1,0,0,1744383,-2,133447,435702.406
mixed - most recent,1.72E+11,Bernard Long Elem School,IL,Madison CUSD 12,Primary,Regular school,No,28,0,15,0,1,0,0,1,886323,142790.062,365984.469,146572.719
mixed - most recent,1.73E+11,Bernard W Flinn Middle School,IL,Rockford SD 205,Middle,Regular school,No,55,0,35,4,1.5,0.5,0,1.75,4107471,175087.188,223027.641,338550.688
mixed - most recent,1.74E+11,Bert H Fulton School,IL,CCSD 146,Primary,Regular school,No,46,0,12,2.5,2,0.5,0,0,3041649,315000,300000,210740
mixed - most recent,1.71E+11,Bethalto East Primary School,IL,Bethalto CUSD 8,Primary,Regular school,No,24,0,6,0,1,1,0,0,1272299,22877,328222,113067
mixed - most recent,1.71E+11,Bethel Grade School,IL,Bethel SD 82,Primary,Regular school,No,11,0,1.4,0,0,0,0,0,499140,50742.051,48555.852,102320.102
mixed - most recent,1.73E+11,Betsy Ross Elem School,IL,Prospect Heights SD 23,Primary,Regular school,No,22,0,4,0,1,1,0,0,1689200,204683,264077,110912
mixed - most recent,1.72E+11,Betsy Ross Elem School,IL,Forest Park SD 91,Primary,Regular school,No,18,0,2.5,0,1,0.2,0,0,979729,168956,167064,189217
mixed - most recent,1.70E+11,Betty  Shabazz International Charter School,IL,Betty Shabazz  International Charter School,Primary,Regular school,Yes,22,0,0.5,0.5,0.4,0.3,0,1.5,1101373,36203.301,33475,420374.781
mixed - most recent,1.74E+11,Beulah Park Elem School,IL,Zion ESD 6,Primary,Regular school,No,30,0,3,0,2,0,0,0,1895425,158729.578,187629.453,216372.203
