Unit,Finance_ID,Unit Name, FY 2021 Ending Budget , FY 2022 Proposed Budget , Budget  FY 22 V. FY 20 Ending , FY 2021 Budgeted Positions , FY 2022 Approved Positions , Positions FY 21 V. FY 20 , FY 2020 Ending Budget , FY 2020 Budgeted Positions , FY 2020 Annualized Budget , Budget Difference FY 21 V. FY 20 ,New Budget FTE
U66241,66241,Chicago International Charter School (CICS)- Northtown Campus," 1,35,57,012 "," 1,40,16,233 "," 4,59,220 ", -   , -   , -   ," 1,19,46,677 ", -   , -   ," 4,59,220 ",0
U66161,66161,Chicago International Charter School (CICS)- Prairie Campus," 56,41,436 "," 55,84,327 "," (57,109)", -   , -   , -   ," 53,17,777 ", -   , -   ," (57,109)",0
U66072,66072,Chicago International Charter School (CICS)- Ralph Ellison Campus," 36,18,566 "," 31,00,630 "," (5,17,935)", -   , -   , -   ," 48,48,167 ", -   , -   ," (5,17,935)",0
U66181,66181,Chicago International Charter School (CICS)- Washington Park Campus," 61,53,503 "," 66,17,835 "," 4,64,332 ", -   , -   , -   ," 56,97,998 ", -   , -   ," 4,64,332 ",0
U66221,66221,Chicago International Charter School (CICS)- West Belden Campus," 69,10,644 "," 69,72,937 "," 62,293 ", -   , -   , -   ," 66,00,212 ", -   , -   ," 62,293 ",0
U66381,66381,Chicago International Charter School (CICS)- Wrightwood Campus," 89,59,574 "," 91,41,684 "," 1,82,111 ", -   , -   , -   ," 84,74,799 ", -   , -   ," 1,82,111 ",0
U66651,66651,Chicago International Charter School - ChicagoQuest North," 18,47,102 ", -   ," (18,47,102)", -   , -   , -   ," 29,79,475 ", -   , -   ," (18,47,102)",0
U66074,66074,Chicago International Charter School - Irving Park," 69,32,241 "," 71,44,027 "," 2,11,786 ", -   , -   , -   ," 66,81,903 ", -   , -   ," 2,11,786 ",0
U66076,66076,Chicago International Charter School - Lloyd Bond Campus," 43,44,036 "," 39,49,368 "," (3,94,668)", -   , -   , -   ," 42,77,656 ", -   , -   ," (3,94,668)",0
U69006,69006,Chicago Jesuit Academy," 1,83,320 ", -   ," (1,83,320)", -   , -   , -   ," 17,093 ", -   , -   ," (1,83,320)",0
U69036,69036,Chicago Jewish Day School," 1,18,790 ", -   ," (1,18,790)", -   , -   , -   ," 10,760 ", -   , -   ," (1,18,790)",0
U66281,66281,Chicago Math and Science Academy (CMSA) Charter School," 86,68,012 "," 88,09,717 "," 1,41,705 ", 2 , 2 , -   ," 77,22,333 ", 2 , -   ," 1,41,705 ",2
U70070,70070,Chicago Military Academy High School," 49,49,392 "," 48,72,871 "," (76,521)", 45 , 48 , 3 ," 43,01,615 ", 44 , -   ," (76,521)",48
U01000,01000,Chicago Public Schools," 21,705 ", -   ," (21,705)", -   , -   , -   , -   , -   , -   ," (21,705)",0
U69450,69450,Chicago SDA Academy," 9,461 ", -   ," (9,461)", -   , -   , -   ," 1,907 ", -   , -   ," (9,461)",0
U63091,63091,Chicago Technology Academy High School," 46,68,726 "," 54,49,777 "," 7,81,051 ", 2 , 2 , -   ," 37,33,872 ", 2 , -   ," 7,81,051 ",2
U66481,66481,Chicago Virtual Charter School," 2,51,701 ", -   ," (2,51,701)", -   , -   , -   ," 70,74,453 ", -   , -   ," (2,51,701)",0
U53011,53011,Chicago Vocational Career Academy," 1,19,72,940 "," 1,14,82,462 "," (4,90,478)", 112 , 115 , 3 ," 1,13,37,527 ", 123 , -   ," (4,90,478)",115
U69422,69422,Chicago Waldorf School," 74,755 ", -   ," (74,755)", -   , -   , -   , -   , -   , -   ," (74,755)",0
U69238,69238,Chicago Westside Christian," 1,42,470 ", -   ," (1,42,470)", -   , -   , -   ," 13,953 ", -   , -   ," (1,42,470)",0
U14010,14010,Chief Administrative Officer," 2,18,005 ", -   ," (2,18,005)", 1 , -   , (1)," 2,05,980 ", 1 , -   ," (2,18,005)",0
U10816,10816,Chief Education Office," 11,72,241 "," 11,69,430 "," (2,811)", 5 , 5 , -   ," 10,70,593 ", 5 , -   ," (2,811)",5
U10465,10465,Chief Equity Office," 15,23,637 "," 18,40,845 "," 3,17,208 ", 6 , 9 , 3 ," 13,30,921 ", 7 , -   ," 3,17,208 ",9
U10415,10415,Chief Operating Officer," 4,24,872 "," 5,00,481 "," 75,608 ", 2 , 2 , -   ," 3,91,465 ", 2 , -   ," 75,608 ",2
U69135,69135,Children of Peace," 66,638 ", -   ," (66,638)", -   , -   , -   ," 7,426 ", -   , -   ," (66,638)",0
U69462,69462,Christ The King Lutheran," 1,660 ", -   ," (1,660)", -   , -   , -   ," 4,975 ", -   , -   ," (1,660)",0
U69073,69073,Christ The King School," 1,55,993 ", -   ," (1,55,993)", -   , -   , -   , -   , -   , -   ," (1,55,993)",0
U69027,69027,Christ the King Jesuit (Catholic)," 2,13,145 ", -   ," (2,13,145)", -   , -   , -   ," 63,076 ", -   , -   ," (2,13,145)",0
U69237,69237,Christian Affiliate Schools," 14,09,829 ", -   ," (14,09,829)", -   , -   , -   ," 10,63,795 ", -   , -   ," (14,09,829)",0
U23051,23051,Christian Ebinger School," 84,69,121 "," 80,17,850 "," (4,51,271)", 77 , 78 , 1 ," 74,55,781 ", 63 , -   ," (4,51,271)",78
U46111,46111,Christian Fenger Academy," 49,86,079 "," 48,97,385 "," (88,694)", 39 , 45 , 6 ," 41,96,320 ", 34 , -   ," (88,694)",45
U69171,69171,Christian STEM Scholars Academy," 36,094 ", -   ," (36,094)", -   , -   , -   ," 4,484 ", -   , -   ," (36,094)",0
U69170,69170,Christo Rey High School," 3,01,669 ", -   ," (3,01,669)", -   , -   , -   ," 17,260 ", -   , -   ," (3,01,669)",0
U22791,22791,Christopher Columbus School," 28,23,317 "," 26,35,622 "," (1,87,695)", 25 , 25 , -   ," 25,17,366 ", 24 , -   ," (1,87,695)",24.5
U66661,66661,Christopher House Charter School," 64,08,386 "," 69,13,554 "," 5,05,168 ", -   , -   , -   ," 54,02,683 ", -   , -   ," 5,05,168 ",0
U10875,10875,Citywide Student Support and Engagement," 2,34,41,663 "," 3,04,48,203 "," 70,06,539 ", 42 , 42 , -   ," 2,06,46,581 ", 39 , -   ," 70,06,539 ",42
U22151,22151,Clara W Barton School," 54,06,425 "," 52,70,337 "," (1,36,088)", 51 , 52 , 1 ," 44,69,303 ", 47 , -   ," (1,36,088)",52
U31301,31301,Claremont Academy," 82,89,130 "," 72,84,276 "," (10,04,854)", 69 , 73 , 4 ," 69,42,861 ", 63 , -   ," (10,04,854)",72.5
U10870,10870,College and Career Success Office," 12,96,407 "," 15,15,993 "," 2,19,586 ", 5 , 6 , 1 ," 13,34,513 ", 5 , -   ," 2,19,586 ",6
U49131,49131,Collins Academy High School," 46,58,176 "," 45,77,723 "," (80,453)", 41 , 47 , 6 ," 36,74,770 ", 40 , -   ," (80,453)",47
U20071,20071,Columbia Explorers Academy," 1,00,77,675 "," 93,65,638 "," (7,12,038)", 100 , 95 , (5)," 84,98,011 ", 89 , -   ," (7,12,038)",95
U10510,10510,Communications Office," 16,25,815 "," 16,72,144 "," 46,329 ", 15 , 15 , -   ," 15,93,221 ", 15 , -   ," 46,329 ",15
U11405,11405,Computer Science," 44,31,738 ", -   ," (44,31,738)", 18 , -   , (18)," 46,24,184 ", 18 , -   ," (44,31,738)",0
U12690,12690,Consolidated Pointer Line Unit," 56,21,174 ", -   ," (56,21,174)", -   , -   , -   ," (6,07,00,886)", -   , -   ," (56,21,174)",0
U49041,49041,Consuella B. York Alternative HS," 74,37,771 "," 85,12,077 "," 10,74,306 ", 55 , 57 , 2 ," 75,14,158 ", 55 , -   ," 10,74,306 ",57
U12691,12691,Control Accounts/Compensation - City Wide," 3,42,25,269 ", -   ," (3,42,25,269)", -   , -   , -   ," 2,32,12,100 ", -   , -   ," (3,42,25,269)",0
U69371,69371,Cornerstone Academy," 15,714 ", -   ," (15,714)", -   , -   , -   , -   , -   , -   ," (15,714)",0
U10850,10850,Counseling and Postsecondary Advising," 41,11,672 "," 31,75,063 "," (9,36,609)", 11 , 11 , -   ," 28,64,577 ", 10 , -   ," (9,36,609)",11
U10855,10855,Counseling and Postsecondary Advising - City Wide," 52,02,804 "," 80,83,503 "," 28,80,700 ", 37 , 43 , 6 ," 62,45,266 ", 36 , -   ," 28,80,700 ",43
U23891,23891,Countee Cullen School," 27,46,950 "," 26,65,393 "," (81,557)", 22 , 21 , (1)," 24,48,463 ", 22 , -   ," (81,557)",21
U30141,30141,Courtenay Language Arts Center," 69,27,581 "," 69,10,741 "," (16,840)", 76 , 76 , 1 ," 57,92,852 ", 68 , -   ," (16,840)",76
U31041,31041,Crown Community Academy Fine Arts Center," 35,17,796 "," 32,98,784 "," (2,19,012)", 31 , 32 , 1 ," 32,46,339 ", 33 , -   ," (2,19,012)",32
U24431,24431,Cyrus H Mccormick School," 72,70,480 "," 70,26,471 "," (2,44,010)", 63 , 68 , 5 ," 64,92,455 ", 64 , -   ," (2,44,010)",67.5
U25952,25952,Daley Branch, -   , -   , -   , -   , -   , -   ," 1,364 ", -   , -   , -   ,0
U22271,22271,Daniel Boone School," 96,39,873 "," 90,65,559 "," (5,74,314)", 88 , 86 , (2)," 84,90,491 ", 83 , -   ," (5,74,314)",85.5
U30051,30051,Daniel Carter Beard School," 63,06,735 "," 87,59,605 "," 24,52,870 ", 80 , 105 , 25 ," 56,93,781 ", 73 , -   ," 24,52,870 ",104.5
U55161,55161,Daniel Hale Williams Prep School of Medicine," 30,78,266 "," 29,60,065 "," (1,18,201)", 28 , 27 , (1)," 28,47,419 ", 30 , -   ," (1,18,201)",27
U22851,22851,Daniel J Corkery School," 60,13,785 "," 59,52,601 "," (61,184)", 59 , 63 , 4 ," 54,86,679 ", 57 , -   ," (61,184)",62.5
U22531,22531,Daniel R Cameron Elementary School," 86,54,794 "," 80,38,026 "," (6,16,767)", 76 , 74 , (2)," 76,93,135 ", 78 , -   ," (6,16,767)",74
U25811,25811,Daniel S Wentworth School," 65,02,156 "," 65,83,633 "," 81,477 ", 66 , 67 , 1 ," 55,61,274 ", 56 , -   ," 81,477 ",67
U25791,25791,Daniel Webster School," 40,05,967 "," 37,54,829 "," (2,51,138)", 34 , 35 , 1 ," 34,21,608 ", 35 , -   ," (2,51,138)",35
U53091,53091,David G Farragut Career Academy High School," 1,03,20,459 "," 98,89,884 "," (4,30,575)", 96 , 101 , 5 ," 95,44,969 ", 96 , -   ," (4,30,575)",100.5
U69566,69566,Daystar School," 2,41,228 ", -   ," (2,41,228)", -   , -   , -   ," 30,080 ", -   , -   ," (2,41,228)",0
U69363,69363,De La Salle Institute B," 5,20,322 ", -   ," (5,20,322)", -   , -   , -   ," 20,143 ", -   , -   ," (5,20,322)",0
U69367,69367,DePaul College Prep," 2,45,579 ", -   ," (2,45,579)", -   , -   , -   ," 76,282 ", -   , -   ," (2,45,579)",0
U46222,46222,DeVry Advantage Academy, 907 , -   , (907), -   , -   , -   , -   , -   , -   , (907),0
U05261,05261,Department of JROTC," 23,34,006 "," 30,91,664 "," 7,57,658 ", 12 , 12 , -   ," 23,11,104 ", 13 , -   ," 7,57,658 ",12
U10825,10825,Department of Personalized Learning," 23,78,950 "," 25,27,998 "," 1,49,048 ", 12 , 11 , (1)," 1,40,81,537 ", 16 , -   ," 1,49,048 ",11
U46521,46521,Devry University Advantage Academy," 22,02,385 "," 22,24,338 "," 21,953 ", 14 , 13 , (1)," 23,62,710 ", 13 , -   ," 21,953 ",13
U22951,22951,Dewey Elementary Academy of Fine Arts," 47,51,919 "," 46,98,583 "," (53,335)", 49 , 49 , (1)," 40,36,963 ", 47 , -   ," (53,335)",48.5
U22751,22751,Dewitt Clinton School," 1,13,75,906 "," 1,07,99,735 "," (5,76,171)", 99 , 100 , 1 ," 1,01,30,766 ", 95 , -   ," (5,76,171)",100
U26921,26921,Disney II Magnet School," 1,27,58,212 "," 1,19,81,626 "," (7,76,586)", 117 , 118 , 1 ," 1,08,04,536 ", 108 , -   ," (7,76,586)",117.5
U11672,11672,Diverse Learner Pupil Personnel Services," 92,79,421 "," 69,11,476 "," (23,67,945)", 49 , 53 , 4 ," 95,30,684 ", 61 , -   ," (23,67,945)",53
U11674,11674,Diverse Learner Quality Instruction," 7,55,73,483 "," 8,24,53,398 "," 68,79,915 ", 75 , 75 , -   ," 7,80,93,529 ", 78 , -   ," 68,79,915 ",75
U11675,11675,Diverse Learner Related Services Providers - City Wide," 21,98,12,383 "," 21,95,86,804 "," (2,25,579)"," 1,757 "," 1,927 ", 170 ," 17,47,71,555 "," 1,550 ", -   ," (2,25,579)",1927
U11673,11673,Diverse Learner Service Delivery," 1,05,54,685 "," 1,07,87,900 "," 2,33,216 ", 83 , 86 , 3 ," 1,11,07,913 ", 81 , -   ," 2,33,216 ",85.5
U11610,11610,Diverse Learner Supports & Services," 1,82,47,601 "," 3,32,94,473 "," 1,50,46,873 ", 62 , 65 , 3 ," 83,62,335 ", 68 , -   ," 1,50,46,873 ",65
U22981,22981,Dodge Renaissance Academy," 21,206 ", -   ," (21,206)", -   , -   , -   , -   , -   , -   ," (21,206)",0
U24571,24571,Donald L Morrill Mathematics & Science Specialty School," 76,92,783 "," 75,18,452 "," (1,74,331)", 68 , 72 , 4 ," 64,30,275 ", 60 , -   ," (1,74,331)",72
U25591,25591,Douglas Taylor Elementary School," 54,45,833 "," 49,99,787 "," (4,46,046)", 48 , 47 , (1)," 46,80,631 ", 46 , -   ," (4,46,046)",47
U22581,22581,Dr Jorge Prieto Math and Science Academy," 1,01,70,580 "," 97,36,949 "," (4,33,631)", 88 , 88 , 1 ," 89,62,021 ", 88 , -   ," (4,33,631)",88
U46371,46371,Dr Martin Luther King Jr College Prep HS," 72,50,283 "," 76,16,300 "," 3,66,017 ", 69 , 70 , 1 ," 64,69,627 ", 64 , -   ," 3,66,017 ",70
U26371,26371,Dr. Martin Luther King Jr. Academy of Social Justice," 40,05,375 "," 39,36,285 "," (69,090)", 39 , 39 , -   ," 32,54,967 ", 32 , -   ," (69,090)",39
U53021,53021,Dunbar Career Academy High School," 66,44,121 "," 66,16,241 "," (27,881)", 53 , 61 , 8 ," 54,46,279 ", 50 , -   ," (27,881)",60.5
U26831,26831,Durkin Park School," 82,04,409 "," 80,24,830 "," (1,79,578)", 74 , 75 , 1 ," 63,22,374 ", 63 , -   ," (1,79,578)",75
U26051,26051,Dvorak Technology Academy," 47,81,368 "," 46,09,047 "," (1,72,322)", 47 , 48 , 1 ," 39,71,094 ", 48 , -   ," (1,72,322)",48
U66021,66021,Dyett High School," 1,800 ", -   ," (1,800)", -   , -   , -   , -   , -   , -   ," (1,800)",0
U12693,12693,ECIA Projects," (1,51,403)", -   ," 1,51,403 ", -   , -   , -   ," 75,123 ", -   , -   ," 1,51,403 ",0
U63081,63081,EPIC Academy," 72,19,525 "," 74,88,777 "," 2,69,252 ", 3 , 3 , -   ," 67,47,537 ", 2 , -   ," 2,69,252 ",3
U11360,11360,Early Childhood Development," 9,61,006 "," 10,24,389 "," 63,383 ", 8 , 8 , -   ," 13,40,000 ", 8 , -   ," 63,383 ",8
U11385,11385,Early Childhood Development - City Wide," 11,31,70,307 "," 10,18,06,569 "," (1,13,63,738)", 24 , 30 , 6 ," 10,00,74,358 ", 22 , -   ," (1,13,63,738)",30
U13725,13725,Early College and Career," 36,57,744 "," 77,01,952 "," 40,44,208 ", 35 , 51 , 16 ," 32,14,255 ", 13 , -   ," 40,44,208 ",51
U13727,13727,Early College and Career - City Wide," 76,72,706 "," 1,14,41,016 "," 37,68,309 ", 18 , 21 , 3 ," 77,57,178 ", 17 , -   ," 37,68,309 ",21
U29261,29261,Edgar Allan Poe Classical School," 24,76,392 "," 27,34,613 "," 2,58,221 ", 20 , 25 , 5 ," 20,39,855 ", 20 , -   ," 2,58,221 ",25
U23071,23071,Edgebrook School," 47,50,913 "," 42,72,669 "," (4,78,244)", 43 , 41 , (3)," 44,40,246 ", 40 , -   ," (4,78,244)",40.5
U28081,28081,Edison Park Elementary School," 64,11,898 "," 60,65,437 "," (3,46,461)", 61 , 63 , 2 ," 55,52,360 ", 60 , -   ," (3,46,461)",62.5
U22411,22411,Edmund Burke Elementary School," 52,94,429 "," 50,59,018 "," (2,35,411)", 52 , 48 , (4)," 48,82,753 ", 55 , -   ," (2,35,411)",48
U12670,12670,Education General - City Wide," (29,70,16,724)"," 78,69,53,301 "," 1,08,39,70,024 ", 245 , 254 , 9 ," (5,23,49,980)", 200 , -   ," 1,08,39,70,024 ",253.5
U23101,23101,Edward (Duke) K Ellington School," 67,52,694 "," 65,74,223 "," (1,78,472)", 60 , 62 , 2 ," 60,68,721 ", 59 , -   ," (1,78,472)",61.5
U22771,22771,Edward Coles Model For Excellence School," 47,29,826 "," 46,64,540 "," (65,287)", 46 , 48 , 2 ," 45,18,943 ", 47 , -   ," (65,287)",48
U22631,22631,Edward E. Sadlowski Elementary School," 75,87,608 "," 77,16,671 "," 1,29,063 ", 74 , 79 , 5 ," 61,08,845 ", 62 , -   ," 1,29,063 ",79
U23141,23141,Edward Everett Elementary School," 29,87,241 "," 31,75,134 "," 1,87,893 ", 31 , 30 , (1)," 26,70,451 ", 32 , -   ," 1,87,893 ",30
U25491,25491,Edward F Dunne School," 34,75,946 "," 38,59,783 "," 3,83,837 ", 29 , 33 , 4 ," 31,26,420 ", 27 , -   ," 3,83,837 ",33
U26431,26431,Edward H White School," 25,77,723 "," 25,68,564 "," (9,159)", 24 , 24 , 1 ," 20,78,284 ", 19 , -   ," (9,159)",24
U23951,23951,Edward Jenner Academy Of The Arts," 54,899 ", -   ," (54,899)", -   , -   , -   ," 14,897 ", -   , -   ," (54,899)",0
U23911,23911,Edward N Hurley School," 85,72,337 "," 79,30,015 "," (6,42,322)", 76 , 74 , (3)," 71,78,347 ", 71 , -   ," (6,42,322)",73.5
U53121,53121,Edward Tilden Career Commmunity Academy," 44,05,158 "," 43,10,920 "," (94,238)", 39 , 41 , 2 ," 41,01,810 ", 45 , -   ," (94,238)",41
U46131,46131,Edwin G. Foreman College and Career Academy," 1,02,06,988 "," 95,87,188 "," (6,19,800)", 89 , 87 , (2)," 1,01,23,094 ", 102 , -   ," (6,19,800)",87
U25841,25841,Eli Whitney School," 91,58,658 "," 85,15,906 "," (6,42,752)", 81 , 81 , -   ," 82,88,853 ", 84 , -   ," (6,42,752)",81
U22681,22681,Eliza Chappell Elementary School," 68,36,754 "," 64,48,296 "," (3,88,457)", 70 , 68 , (2)," 60,57,180 ", 66 , -   ," (3,88,457)",68
U25561,25561,Elizabeth H Sutherland School," 71,35,035 "," 70,71,053 "," (63,982)", 68 , 69 , 1 ," 62,51,686 ", 55 , -   ," (63,982)",68.5
U25921,25921,Ella Flagg Young School," 79,63,592 "," 72,79,685 "," (6,83,907)", 66 , 64 , (2)," 73,95,877 ", 68 , -   ," (6,83,907)",64
U53051,53051,Ellen H Richards Career Academy," 47,53,506 "," 45,17,643 "," (2,35,863)", 40 , 44 , 4 ," 37,82,064 ", 35 , -   ," (2,35,863)",44
U24511,24511,Ellen Mitchell School," 45,80,805 "," 41,49,112 "," (4,31,693)", 41 , 41 , (1)," 39,92,848 ", 39 , -   ," (4,31,693)",40.5
U47031,47031,Emil G Hirsch Metropolitan High School," 29,30,185 "," 30,86,960 "," 1,56,775 ", 27 , 29 , 2 ," 26,34,620 ", 26 , -   ," 1,56,775 ",29
U23611,23611,Emiliano Zapata Academy," 88,26,120 "," 80,79,794 "," (7,46,326)", 83 , 76 , (7)," 79,24,490 ", 78 , -   ," (7,46,326)",76
U24441,24441,Emmit Louis Till Math and Science Academy," 47,12,916 "," 45,19,393 "," (1,93,523)", 45 , 44 , (1)," 41,31,981 ", 42 , -   ," (1,93,523)",44
U46691,46691,Englewood STEM HS," 97,90,995 "," 1,18,37,249 "," 20,46,254 ", 84 , 116 , 32 ," 54,91,759 ", 48 , -   ," 20,46,254 ",116
U25631,25631,Enrico Tonti School," 1,04,43,322 "," 1,00,08,131 "," (4,35,191)", 90 , 93 , 3 ," 91,58,683 ", 88 , -   ," (4,35,191)",92.5
U69094,69094,Epiphany School," 1,02,381 ", -   ," (1,02,381)", -   , -   , -   ," 4,079 ", -   , -   ," (1,02,381)",0
U46101,46101,Eric Solorio Academy High School," 1,36,48,239 "," 1,33,76,855 "," (2,71,384)", 128 , 133 , 5 ," 1,19,33,503 ", 127 , -   ," (2,71,384)",133
U66331,66331,Erie Elementary Charter School," 57,00,503 "," 56,18,235 "," (82,269)", 2 , 2 , -   ," 52,47,617 ", 2 , -   ," (82,269)",2
U25031,25031,Ernst Prussing School," 74,85,670 "," 70,23,323 "," (4,62,347)", 64 , 63 , (1)," 65,59,289 ", 61 , -   ," (4,62,347)",63
U23131,23131,Esmond Elementary School," 39,52,705 "," 38,26,691 "," (1,26,014)", 36 , 36 , -   ," 32,88,586 ", 33 , -   ," (1,26,014)",35.5
U23211,23211,Eugene Field School," 23,31,761 "," 22,46,727 "," (85,034)", 21 , 21 , -   ," 19,34,234 ", 19 , -   ," (85,034)",20.5
U22871,22871,Everett Mckinley Dirksen School," 99,60,527 "," 1,01,26,059 "," 1,65,533 ", 82 , 89 , 7 ," 82,01,046 ", 71 , -   ," 1,65,533 ",89
U26461,26461,Evergreen Academy School," 40,92,026 "," 39,23,312 "," (1,68,714)", 35 , 34 , (1)," 38,23,788 ", 36 , -   ," (1,68,714)",33.5
U10710,10710,Executive Office," 13,83,411 "," 15,02,953 "," 1,19,542 ", 8 , 8 , -   ," 13,36,269 ", 8 , -   ," 1,19,542 ",8
U14040,14040,External Affairs and Partnerships," 15,74,759 "," 13,43,212 "," (2,31,546)", 14 , 11 , (3)," 15,46,240 ", 12 , -   ," (2,31,546)",11
U69028,69028,F Xavier School," 3,12,893 ", -   ," (3,12,893)", -   , -   , -   ," 11,250 ", -   , -   ," (3,12,893)",0
U11860,11860,Facility Operations & Maintenance," 17,63,520 "," 18,15,503 "," 51,983 ", 4 , 5 , 1 ," 19,26,809 ", 4 , -   ," 51,983 ",5
U11880,11880,Facility Opers & Maint - City Wide," 41,70,54,279 "," 42,04,48,845 "," 33,94,566 ", 867 ," 1,273 ", 406 ," 40,09,07,457 ", 867 , -   ," 33,94,566 ",1273
U26701,26701,Fairfield Academy," 58,82,817 "," 55,95,086 "," (2,87,731)", 56 , 60 , 4 ," 49,91,181 ", 52 , -   ," (2,87,731)",60
U14060,14060,Family & Community Engagement Office," 58,49,722 "," 73,70,563 "," 15,20,841 ", 36 , 41 , 5 ," 59,55,430 ", 36 , -   ," 15,20,841 ",41
U69594,69594,Fasman Yeshiva HS," 6,970 ", -   ," (6,970)", -   , -   , -   ," 6,970 ", -   , -   ," (6,970)",0
U22341,22341,Federico Garcia Lorca Elementary School," 84,95,374 "," 80,53,881 "," (4,41,493)", 76 , 74 , (2)," 76,57,985 ", 75 , -   ," (4,41,493)",74
U24871,24871,Ferdinand W Peck School," 92,51,305 "," 90,74,676 "," (1,76,629)", 98 , 96 , (2)," 86,81,211 ", 100 , -   ," (1,76,629)",96
U23201,23201,Fernwood School," 32,03,492 "," 31,88,228 "," (15,264)", 29 , 31 , 2 ," 29,80,411 ", 30 , -   ," (15,264)",30.5
U11810,11810,Finance," 23,89,085 "," 15,80,006 "," (8,09,080)", 5 , 2 , (3)," 46,38,111 ", 5 , -   ," (8,09,080)",2
U24671,24671,Florence Nightingale School," 1,21,50,841 "," 1,15,22,218 "," (6,28,623)", 107 , 107 , -   ," 1,09,00,998 ", 111 , -   ," (6,28,623)",107
U23241,23241,Fort Dearborn Elementary School," 56,29,294 "," 54,76,834 "," (1,52,460)", 54 , 53 , (2)," 49,93,231 ", 46 , -   ," (1,52,460)",52.5
U23261,23261,Foster Park School," 51,01,430 "," 52,21,300 "," 1,19,870 ", 53 , 52 , (1)," 43,85,227 ", 45 , -   ," 1,19,870 ",51.5
U66941,66941,Foundations College Preparatory Charter School," 1,18,512 ", -   ," (1,18,512)", 2 , -   , (2)," 37,02,185 ", 2 , -   ," (1,18,512)",0
U69359,69359,Frances Xavier Warde Sch. - Holy Name Cathedral," 1,97,524 ", -   ," (1,97,524)", -   , -   , -   , -   , -   , -   ," (1,97,524)",0
U24451,24451,Francis M Mckay School," 89,21,225 "," 86,53,159 "," (2,68,066)", 79 , 80 , 1 ," 81,13,624 ", 80 , -   ," (2,68,066)",80
U31181,31181,Francis W Parker Community Academy," 66,24,040 "," 59,81,542 "," (6,42,498)", 59 , 57 , (2)," 55,71,445 ", 56 , -   ," (6,42,498)",57
U69016,69016,Francis W. Parker School," 16,690 ", -   ," (16,690)", -   , -   , -   ," 3,000 ", -   , -   ," (16,690)",0
U41041,41041,Francisco I Madero Middle School," 40,82,106 "," 39,63,887 "," (1,18,218)", 34 , 34 , -   ," 34,76,614 ", 32 , -   ," (1,18,218)",34
U22241,22241,Frank I Bennett School," 39,78,443 "," 38,87,795 "," (90,648)", 36 , 36 , -   ," 33,77,801 ", 31 , -   ," (90,648)",36
U23321,23321,Frank L Gillespie School," 60,96,761 "," 56,74,085 "," (4,22,676)", 56 , 55 , (1)," 50,30,309 ", 54 , -   ," (4,22,676)",55
U29121,29121,Frank W Gunsaulus Scholastic Academy School," 79,90,529 "," 77,29,156 "," (2,61,372)", 70 , 72 , 2 ," 72,63,655 ", 71 , -   ," (2,61,372)",71.5
U25101,25101,Frank W Reilly School," 91,03,277 "," 86,81,686 "," (4,21,591)", 81 , 83 , 2 ," 82,57,915 ", 83 , -   ," (4,21,591)",82.5
U29081,29081,Franklin Fine Arts Center," 39,45,649 "," 38,75,598 "," (70,051)", 36 , 36 , -   ," 35,61,724 ", 36 , -   ," (70,051)",35.5
U25291,25291,Franz Peter Schubert School," 76,97,329 "," 70,61,060 "," (6,36,269)", 68 , 68 , -   ," 70,39,084 ", 72 , -   ," (6,36,269)",68
U29411,29411,Frazier International Magnet Elementary School," 33,18,165 "," 34,25,901 "," 1,07,736 ", 29 , 30 , 1 ," 26,76,642 ", 25 , -   ," 1,07,736 ",30
U26901,26901,Frazier Prepartatory Academy Charter School," 3,38,358 "," 1,79,765 "," (1,58,592)", 4 , 4 , -   ," 33,48,700 ", 4 , -   ," (1,58,592)",4
U22721,22721,Frederic Chopin School," 62,89,605 "," 61,27,974 "," (1,61,631)", 61 , 61 , -   ," 57,16,356 ", 63 , -   ," (1,61,631)",61
U41061,41061,Frederick A Douglass Academy High School," 24,70,104 "," 24,81,611 "," 11,506 ", 21 , 21 , -   ," 22,13,218 ", 21 , -   ," 11,506 ",21
U23291,23291,Frederick Funston School," 63,99,270 "," 62,74,364 "," (1,24,906)", 70 , 69 , (1)," 51,32,274 ", 62 , -   ," (1,24,906)",69
U30081,30081,Frederick Stock School," 44,21,426 "," 46,29,197 "," 2,07,771 ", 45 , 45 , -   ," 39,97,882 ", 43 , -   ," 2,07,771 ",44.5
U47081,47081,Frederick W Von Steuben Metropolitan High School," 1,76,18,868 "," 1,65,18,872 "," (10,99,997)", 144 , 145 , 2 ," 1,55,30,530 ", 143 , -   ," (10,99,997)",145
U10406,10406,Freedom of Information Act Office," 5,43,887 "," 3,96,563 "," (1,47,324)", 5 , 4 , (1)," 5,47,443 ", 5 , -   ," (1,47,324)",4
U23921,23921,Friedrich L. Jahn Elementary of the Fine Arts," 54,39,027 "," 52,04,845 "," (2,34,182)", 51 , 50 , (1)," 47,27,177 ", 48 , -   ," (2,34,182)",49.5
U69103,69103,GFP/Other Private Schools," 7,60,954 "," 2,31,685 "," (5,29,270)", -   , -   , -   ," 5,78,518 ", -   , -   ," (5,29,270)",0
U46141,46141,Gage Park High School," 66,81,092 "," 57,73,408 "," (9,07,685)", 61 , 59 , (3)," 64,99,604 ", 67 , -   ," (9,07,685)",58.5
